Year,NOC,Comes_from_City,Avg_Age,Avg_Height,Avg_Weight,Total_Medal_Score,Number_of_Athelete,Sport_type_Both,Sport_type_Individual,Sport_type_Team,Sex_F,Sex_M
2000,GEQ,0,21.333333333333332,164.33333333333334,56.666666666666664,0,3,0,2,1,2,1
2000,GER,0,26.884955752212388,179.44778761061946,73.56194690265487,233,565,54,358,153,238,327
2000,GHA,0,23.25,171.46428571428572,67.53571428571429,0,28,0,28,0,9,19
2000,GRE,0,24.434285714285714,175.54285714285714,69.78857142857143,36,175,15,115,45,73,102
2000,GRN,0,20.0,166.0,68.5,0,2,0,2,0,1,1
2000,GUA,0,25.61111111111111,171.83333333333334,66.02777777777777,0,18,0,16,2,1,17
2000,GUI,0,23.0,174.0,76.0,0,4,0,4,0,2,2
2000,GUM,0,28.5,173.33333333333334,69.16666666666667,0,6,0,5,1,2,4
2000,GUY,0,23.75,179.5,73.0,0,4,0,4,0,1,3
2000,HAI,0,23.8,169.8,67.2,0,5,0,5,0,2,3
2000,HKG,0,21.891304347826086,171.32608695652175,64.06521739130434,0,46,0,32,14,19,27
2000,HON,0,23.5,175.625,68.875,0,8,0,1,7,1,7
2000,HUN,0,25.59915611814346,179.0548523206751,75.73839662447257,152,237,11,162,64,93,144
2000,INA,0,24.444444444444443,168.05555555555554,61.0,18,54,0,46,8,21,33
2000,IND,0,25.41269841269841,173.33333333333334,68.41269841269842,1,63,0,47,16,21,42
2000,IOA,0,26.5,156.75,52.75,0,4,0,4,0,1,3
2000,IRI,0,24.38235294117647,176.97058823529412,77.23529411764706,13,34,0,33,1,1,33
2000,IRL,0,26.894736842105264,178.6315789473684,72.25,2,76,0,68,8,31,45
2000,IRQ,0,24.5,164.75,57.75,0,4,0,2,2,2,2
2000,ISL,0,22.517241379310345,177.55172413793105,70.79310344827586,1,29,7,8,14,12,17
2000,ISR,0,24.17241379310345,179.39655172413794,74.86206896551724,1,58,0,34,24,13,45
2000,ISV,0,30.916666666666668,180.91666666666666,76.83333333333333,0,12,0,9,3,3,9
2000,ITA,0,26.079295154185022,177.4933920704846,72.58810572687224,145,454,67,266,121,157,297
2000,IVB,0,25.0,179.0,74.0,0,1,0,1,0,0,1
2000,JAM,0,26.107692307692307,177.41538461538462,67.9076923076923,43,65,0,62,3,36,29
2000,JOR,0,24.125,170.75,66.0,0,8,0,6,2,4,4
2000,JPN,0,25.049586776859503,169.78787878787878,64.0137741046832,90,363,52,223,88,137,226
2000,KAZ,0,26.61392405063291,176.4620253164557,71.37025316455696,20,158,9,110,39,53,105
2000,KEN,0,25.10169491525424,170.28813559322035,60.05084745762712,16,59,12,45,2,23,36
2000,KGZ,0,24.82857142857143,179.8,72.91428571428571,1,70,0,34,36,20,50
2000,KOR,0,24.123249299719888,173.98879551820727,68.66806722689076,134,357,71,148,138,127,230
2000,KSA,0,23.869565217391305,176.2608695652174,70.6086956521739,3,23,0,22,1,0,23
2000,KUW,0,23.448275862068964,175.31034482758622,70.65517241379311,1,29,0,11,18,0,29
2000,LAO,0,23.0,172.66666666666666,66.66666666666667,0,3,0,2,1,1,2
2000,LAT,0,26.016666666666666,177.35,75.5,7,60,7,46,7,17,43
2000,LBA,0,26.5,175.0,65.5,0,2,0,2,0,0,2
2000,LBR,0,25.75,177.75,72.875,0,8,0,8,0,1,7
2000,LCA,0,22.2,174.2,66.8,0,5,0,3,2,2,3
2000,LES,0,24.8,171.8,60.2,0,5,0,5,0,1,4
2000,LIB,0,24.4,173.2,67.2,0,5,0,4,1,2,3
2000,LIE,0,21.5,170.0,66.0,0,2,0,2,0,1,1
2000,LTU,0,25.2987012987013,183.55844155844156,79.7012987012987,23,77,5,49,23,30,47
2000,LUX,0,26.666666666666668,172.77777777777777,65.0,0,9,0,5,4,7,2
2000,MAD,0,25.76923076923077,168.69230769230768,61.69230769230769,0,13,0,11,2,8,5
2000,MAR,0,24.692307692307693,175.21153846153845,66.1923076923077,6,52,0,36,16,9,43
2000,MAS,0,22.27777777777778,172.5,66.87037037037037,0,54,2,17,35,13,41
2000,MAW,0,21.0,169.0,51.5,0,2,0,2,0,1,1
2000,MDA,0,24.61764705882353,176.2941176470588,73.47058823529412,3,34,0,23,11,5,29
2000,MDV,0,18.25,160.5,47.5,0,4,0,2,2,2,2
2000,MEX,0,25.653061224489797,172.22448979591837,63.724489795918366,11,98,2,81,15,34,64
2000,MGL,0,25.956521739130434,170.7826086956522,71.02173913043478,0,23,0,21,2,11,12
2000,MKD,0,20.933333333333334,175.2,66.33333333333333,1,15,0,7,8,8,7
2000,MLI,0,19.8,176.2,69.6,0,5,0,3,2,2,3
2000,MLT,0,25.714285714285715,174.42857142857142,67.71428571428571,0,7,0,5,2,3,4
2000,MON,0,25.75,177.5,71.25,0,4,0,3,1,1,3
2000,MOZ,0,23.5,166.75,63.75,4,4,0,2,2,2,2
2000,MRI,0,23.153846153846153,171.53846153846155,68.25,0,26,0,24,2,6,20
2000,MTN,0,17.0,164.0,66.0,0,2,0,2,0,1,1
2000,MYA,0,23.714285714285715,160.28571428571428,53.57142857142857,0,7,0,6,1,6,1
2000,NAM,0,26.125,170.625,62.625,0,16,5,10,1,6,10
2000,NCA,0,25.5,176.75,76.75,0,4,0,2,2,1,3
2000,NED,0,27.24561403508772,181.99649122807017,75.57894736842105,189,285,10,141,134,109,176
2000,NEP,0,25.2,159.4,51.0,0,5,0,3,2,3,2
2000,NGR,0,23.89,173.59,69.905,28,100,0,66,34,49,51
2000,NOR,0,27.234782608695653,177.5304347826087,73.4695652173913,107,115,7,72,36,54,61
2000,NRU,0,26.5,165.0,75.25,0,2,0,2,0,1,1
2000,NZL,0,27.141242937853107,176.93785310734464,75.55932203389831,7,177,12,109,56,84,93
2000,OMA,0,28.25,171.75,68.5,0,8,0,7,1,0,8
2000,PAK,0,24.192307692307693,174.80769230769232,68.42307692307692,0,26,0,10,16,1,25
2000,PAN,0,24.142857142857142,174.57142857142858,74.71428571428571,0,7,0,4,3,3,4
2000,PAR,0,21.25,173.5,69.25,0,4,0,2,2,2,2
2000,PER,0,26.5,174.95454545454547,70.4090909090909,0,22,11,8,3,13,9
2000,PHI,0,21.45,165.85,59.3,0,20,0,14,6,9,11
2000,PLE,0,22.5,170.0,63.5,0,2,0,1,1,1,1
2000,PLW,0,21.75,162.0,57.0,0,4,0,3,1,3,1
2000,PNG,0,18.0,167.0,62.5,0,2,0,2,0,1,1
2000,POL,0,25.4375,178.3125,75.66458333333334,55,240,10,183,47,79,161
2000,POR,0,27.640625,177.53125,71.703125,2,64,0,52,12,13,51
2000,PRK,0,23.152173913043477,160.47826086956522,53.96739130434783,5,46,17,29,0,26,20
2000,PUR,0,25.394736842105264,172.3421052631579,68.6842105263158,0,38,7,26,5,7,31
2000,QAT,0,23.166666666666668,180.61111111111111,76.97222222222223,1,18,0,17,1,0,18
2000,ROU,0,23.595238095238095,172.88492063492063,67.13690476190476,133,252,69,133,50,128,124
2000,RSA,0,24.919254658385093,179.6024844720497,75.3416149068323,7,161,0,67,94,49,112
2000,RUS,0,25.29096989966555,177.14214046822744,71.35451505016722,450,598,94,371,133,265,333
2000,RWA,0,26.0,175.5,63.5,0,2,0,1,1,1,1
2000,SCG,0,25.427419354838708,187.24193548387098,82.25806451612904,59,124,11,61,52,25,99
2000,SEN,0,24.71875,179.3125,72.09375,0,32,0,18,14,23,9
2000,SEY,0,21.875,173.25,68.25,0,8,0,6,2,2,6
2000,SGP,0,21.17391304347826,170.1304347826087,65.91304347826087,0,23,0,8,15,13,10
2000,SKN,0,25.0,174.0,71.0,0,4,0,4,0,2,2
2000,SLO,0,25.244444444444444,180.7,75.75555555555556,12,90,7,58,25,26,64
2000,SMR,0,28.75,176.25,75.5,0,4,0,3,1,1,3
2000,SOL,0,17.0,172.0,64.0,0,1,0,1,0,1,0
2000,SOM,0,23.0,173.0,65.5,0,2,0,2,0,1,1
2000,SRI,0,26.565217391304348,169.7391304347826,59.82608695652174,2,23,0,21,2,13,10
2000,STP,0,24.5,178.5,74.0,0,2,0,2,0,1,1
2000,SUD,0,19.0,174.66666666666666,60.333333333333336,0,3,0,2,1,1,2
2000,SUI,0,27.3768115942029,176.4927536231884,68.8695652173913,28,138,7,112,19,55,83
2000,SUR,0,23.6,166.8,60.8,0,5,0,2,3,3,2
2000,SVK,0,24.633587786259543,179.86259541984734,75.2824427480916,15,131,5,75,51,36,95
2000,SWE,0,27.196969696969695,180.04040404040404,75.92424242424242,64,198,0,130,68,75,123
2000,SWZ,0,22.333333333333332,173.5,61.0,0,6,0,4,2,2,4
2000,SYR,0,26.0,178.5,71.25,0,8,0,6,2,2,6
2000,TAN,0,27.0,171.25,59.0,0,4,0,4,0,1,3
2000,TGA,0,27.666666666666668,173.33333333333334,79.66666666666667,0,3,0,3,0,1,2
2000,THA,0,22.93846153846154,170.3230769230769,62.6,6,65,0,49,16,26,39
2000,TJK,0,22.25,168.5,57.25,0,4,0,2,2,2,2
2000,TKM,0,25.375,170.0,68.625,0,8,0,8,0,4,4
2000,TOG,0,19.333333333333332,171.0,68.33333333333333,0,3,0,3,0,1,2
2000,TPE,0,22.346666666666668,168.70666666666668,62.49333333333333,6,75,7,48,20,42,33
2000,TTO,0,23.344827586206897,178.82758620689654,73.0,3,29,0,22,7,7,22
2000,TUN,0,24.404255319148938,179.12765957446808,77.42553191489361,0,47,0,32,15,7,40
2000,TUR,0,23.895522388059703,174.16417910447763,71.46268656716418,14,67,0,57,10,20,47
2000,UAE,0,27.6,175.2,72.2,0,5,0,4,1,0,5
2000,UGA,0,24.5,164.91666666666666,57.25,0,12,0,10,2,3,9
2000,UKR,0,24.5,174.10109289617486,69.20765027322405,62,366,74,235,57,151,215
2000,URU,0,25.823529411764707,176.41176470588235,75.29411764705883,2,17,0,12,5,3,14
2000,USA,0,26.68774703557312,177.30434782608697,73.59815546772069,692,759,93,464,202,336,423
2000,UZB,0,24.349397590361445,175.3132530120482,72.53614457831326,8,83,5,64,14,26,57
2000,VAN,0,27.0,166.5,63.5,0,2,0,2,0,1,1
2000,VEN,0,23.015625,171.140625,67.9765625,0,64,5,50,9,22,42
2000,VIE,0,22.428571428571427,163.42857142857142,54.42857142857143,2,7,0,5,2,4,3
2000,VIN,0,21.0,172.5,64.0,0,4,0,2,2,2,2
2000,YEM,0,25.0,171.5,61.0,0,2,0,2,0,1,1
2000,ZAM,0,23.666666666666668,173.16666666666666,64.83333333333333,0,6,0,4,2,1,5
2000,ZIM,0,25.12,178.96,71.08,0,25,0,19,6,7,18
2002,AND,0,24.6,175.2,75.0,0,5,0,5,0,2,3
2002,ARG,0,22.46153846153846,172.26923076923077,70.73076923076923,0,26,0,26,0,11,15
2002,ARM,0,25.642857142857142,170.71428571428572,62.214285714285715,0,14,0,12,2,6,8
2002,AUS,0,24.682926829268293,171.02439024390245,71.85365853658537,8,41,0,40,1,19,22
2002,AUT,0,27.655405405405407,178.8918918918919,76.97972972972973,33,148,0,112,36,32,116
2002,AZE,0,23.5,172.0,61.0,0,2,0,2,0,1,1
2002,BEL,0,23.615384615384617,176.92307692307693,70.46153846153847,0,13,0,13,0,0,13
2002,BER,0,27.0,172.0,71.0,0,1,0,1,0,0,1
2002,BIH,0,21.25,187.75,101.25,0,4,0,4,0,0,4
2002,BLR,0,26.520325203252032,173.9918699186992,68.23577235772358,1,123,0,99,24,47,76
2002,BRA,0,26.2,177.3,76.8,0,10,0,6,4,2,8
2002,BUL,0,24.425925925925927,170.85185185185185,64.94444444444444,4,54,0,52,2,28,26
2002,CAN,0,26.6046511627907,175.24651162790698,74.40232558139535,237,215,0,144,71,101,114
2002,CHI,0,22.545454545454547,170.63636363636363,68.36363636363636,0,11,0,11,0,3,8
2002,CHN,0,23.067307692307693,169.125,63.60576923076923,27,104,0,85,19,70,34
2002,CMR,0,29.0,198.0,54.0,0,2,0,2,0,0,2
2002,CRO,0,21.413793103448278,175.6551724137931,74.82758620689656,14,29,0,25,4,12,17
2002,CYP,0,24.0,178.0,72.0,0,2,0,2,0,0,2
2002,CZE,0,25.234567901234566,176.00617283950618,72.05555555555556,8,162,0,132,30,54,108
2002,DEN,0,35.18181818181818,173.1818181818182,74.63636363636364,0,11,0,1,10,6,5
2002,ESP,0,26.9375,172.0625,66.875,0,16,0,15,1,6,10
2002,EST,0,26.058823529411764,179.49019607843138,70.06862745098039,7,51,0,51,0,10,41
2002,FIJ,0,21.0,178.0,76.0,0,2,0,2,0,0,2
2002,FIN,0,25.8,175.34545454545454,70.07575757575758,39,165,0,112,53,63,102
2002,FRA,0,25.90340909090909,176.10227272727272,72.3409090909091,35,176,0,127,49,49,127
2002,GBR,0,27.597014925373134,174.11940298507463,74.14925373134328,21,67,0,41,26,25,42
2002,GEO,0,24.666666666666668,171.33333333333334,66.16666666666667,0,6,0,6,0,2,4
2002,GER,0,26.237354085603112,175.36964980544747,70.8715953307393,162,257,0,177,80,120,137
2002,GRE,0,24.933333333333334,174.73333333333332,73.26666666666667,0,15,0,14,1,5,10
2002,HKG,0,17.6,164.6,54.0,0,5,0,5,0,5,0
2002,HUN,0,24.304347826086957,176.3913043478261,72.84782608695652,0,46,0,39,7,20,26
2002,IND,0,20.0,183.0,85.0,0,1,0,1,0,0,1
2002,IRI,0,24.5,175.0,78.0,0,2,0,2,0,0,2
2002,IRL,0,29.555555555555557,181.88888888888889,82.44444444444444,0,9,0,7,2,2,7
2002,ISL,0,21.916666666666668,171.58333333333334,73.5,0,12,0,12,0,5,7
2002,ISR,0,26.5,159.0,55.0,0,2,0,2,0,1,1
2002,ISV,0,32.5,176.5,85.375,0,8,0,2,6,2,6
2002,ITA,0,26.42929292929293,172.44444444444446,67.97979797979798,44,198,0,178,20,90,108
2002,JAM,0,30.5,182.0,103.5,0,2,0,0,2,0,2
2002,JPN,0,25.896551724137932,167.0344827586207,61.847290640394085,3,203,0,182,21,88,115
2002,KAZ,0,25.32323232323232,172.15151515151516,64.5959595959596,0,99,0,80,19,52,47
2002,KEN,0,30.0,180.0,70.0,0,2,0,2,0,0,2
2002,KGZ,0,36.0,177.0,75.0,0,2,0,2,0,0,2
2002,KOR,0,20.42528735632184,170.08045977011494,64.26436781609195,24,87,0,87,0,28,59
2002,LAT,0,28.5,181.26470588235293,82.17647058823529,0,68,0,34,34,8,60
2002,LIB,0,17.0,168.0,60.0,0,2,0,2,0,2,0
2002,LIE,0,28.444444444444443,180.0,81.55555555555556,0,18,0,18,0,1,17
2002,LTU,0,24.047619047619047,173.33333333333334,67.28571428571429,0,21,0,21,0,5,16
2002,MDA,0,26.22222222222222,172.77777777777777,66.77777777777777,0,9,0,9,0,5,4
2002,MEX,0,37.5,177.5,85.5,0,2,0,1,1,0,2
2002,MGL,0,19.666666666666668,167.0,62.0,0,3,0,3,0,0,3
2002,MKD,0,25.0,179.0,73.5,0,4,0,4,0,0,4
2002,MON,0,31.0,181.0,92.0,0,7,0,0,7,0,7
2002,NED,0,26.6875,179.29166666666666,74.91666666666667,22,48,0,37,11,21,27
2002,NEP,0,29.0,170.0,60.0,0,2,0,2,0,0,2
2002,NOR,0,28.09036144578313,177.5843373493976,71.92168674698796,121,166,0,145,21,56,110
2002,NZL,0,26.0625,180.875,82.5,0,16,0,10,6,3,13
2002,POL,0,25.796296296296298,177.37037037037038,70.96296296296296,3,54,0,48,6,8,46
2002,ROU,0,22.975609756097562,173.34146341463415,69.65853658536585,0,41,0,33,8,21,20
2002,RSA,0,23.0,175.0,75.0,0,4,0,4,0,0,4
2002,RUS,0,25.470833333333335,174.89166666666668,71.14166666666667,61,240,0,181,59,102,138
2002,SCG,0,24.25,180.875,86.0,0,8,0,4,4,2,6
2002,SLO,0,26.045454545454547,174.375,69.56818181818181,4,88,0,86,2,33,55
2002,SMR,0,17.0,175.0,76.0,0,1,0,1,0,0,1
2002,SUI,0,26.41317365269461,176.7245508982036,74.12574850299401,40,167,0,109,58,46,121
2002,SVK,0,25.341772151898734,177.08860759493672,76.13924050632912,0,79,0,49,30,23,56
2002,SWE,0,26.647798742138363,176.28301886792454,74.42767295597484,28,159,0,95,64,73,86
2002,THA,0,43.0,169.0,74.0,0,2,0,2,0,0,2
2002,TJK,0,24.0,180.0,82.0,0,2,0,2,0,0,2
2002,TPE,0,25.666666666666668,179.0,81.66666666666667,0,6,0,2,4,0,6
2002,TTO,0,30.333333333333332,183.66666666666666,88.33333333333333,0,3,0,0,3,0,3
2002,TUR,0,18.0,167.0,62.0,0,4,0,4,0,2,2
2002,UKR,0,25.89908256880734,174.90825688073394,71.53211009174312,0,109,0,81,28,42,67
2002,USA,311,26.15112540192926,174.14469453376205,72.40514469453376,171,311,0,228,83,133,178
2002,UZB,0,27.0,168.0,54.0,0,2,0,2,0,1,1
2002,VEN,0,32.0,171.5,68.5,0,4,0,4,0,1,3
2004,AFG,0,18.5,170.75,64.75,0,4,0,4,0,2,2
2004,AHO,0,32.333333333333336,183.66666666666666,80.0,0,3,0,3,0,0,3
2004,ALB,0,20.857142857142858,172.28571428571428,70.71428571428571,0,7,0,5,2,2,5
2004,ALG,0,25.028985507246375,173.6231884057971,67.59420289855072,0,69,0,59,10,17,52
2004,AND,0,29.666666666666668,173.33333333333334,68.5,0,6,0,4,2,2,4
2004,ANG,0,26.7,182.9,81.46666666666667,0,30,0,2,28,16,14
2004,ANT,0,20.0,169.0,59.8,0,5,0,3,2,2,3
2004,ARG,0,27.039106145251395,177.3854748603352,75.20949720670392,133,179,17,82,80,55,124
2004,ARM,0,26.736842105263158,173.8421052631579,79.26315789473684,0,19,0,18,1,2,17
2004,ARU,0,22.0,175.75,74.0,0,4,0,2,2,1,3
2004,ASA,0,30.0,172.0,91.66666666666667,0,3,0,3,0,1,2
2004,AUS,0,25.823627287853576,177.5324459234609,73.57321131447587,381,601,48,320,233,274,327
2004,AUT,0,28.358695652173914,179.54347826086956,73.0,21,92,0,78,14,26,66
2004,AZE,0,26.594594594594593,172.3783783783784,71.54054054054055,8,37,0,34,3,7,30
2004,BAH,0,25.785714285714285,174.28571428571428,72.5,5,28,0,22,6,12,16
2004,BAN,0,19.25,168.0,59.0,0,4,0,2,2,1,3
2004,BAR,0,23.2,180.26666666666668,79.86666666666666,0,15,0,6,9,1,14
2004,BDI,0,25.0,171.0,57.142857142857146,0,7,0,5,2,2,5
2004,BEL,0,28.857142857142858,175.68571428571428,66.84285714285714,6,70,5,65,0,26,44
2004,BEN,0,22.75,174.5,67.75,0,4,0,2,2,2,2
2004,BER,0,31.3,176.7,75.6,0,10,0,9,1,5,5
2004,BHU,0,25.5,167.5,57.5,0,2,0,2,0,1,1
2004,BIH,0,27.636363636363637,181.0909090909091,76.18181818181819,0,11,0,10,1,2,9
2004,BIZ,0,23.5,176.5,70.5,0,2,0,2,0,1,1
2004,BLR,0,25.473958333333332,176.40104166666666,73.44010416666667,26,192,17,150,25,87,105
2004,BOL,0,20.454545454545453,162.0,54.36363636363637,0,11,5,4,2,7,4
2004,BOT,0,24.416666666666668,172.5,62.416666666666664,0,12,0,12,0,1,11
2004,BRA,0,25.330188679245282,175.48742138364778,69.70125786163523,113,318,63,140,115,160,158
2004,BRN,0,22.6,173.0,66.5,0,10,0,8,2,3,7
2004,BRU,0,22.0,173.0,65.0,0,1,0,1,0,0,1
2004,BUL,0,25.42016806722689,175.05882352941177,71.54621848739495,24,119,13,84,22,52,67
2004,BUR,0,28.8,174.0,71.6,0,5,0,4,1,2,3
2004,CAF,0,26.0,171.75,60.0,0,4,0,4,0,2,2
2004,CAM,0,20.25,165.5,60.25,0,4,0,2,2,2,2
2004,CAN,0,26.207161125319693,174.09462915601023,69.38618925831202,36,391,74,230,87,191,200
2004,CAY,0,21.75,174.375,72.625,0,8,0,3,5,3,5
2004,CGO,0,20.5,174.75,80.0,0,4,0,2,2,3,1
2004,CHA,0,27.0,170.0,59.0,0,1,0,1,0,1,0
2004,CHI,0,26.0,177.55172413793105,76.65517241379311,13,29,0,23,6,8,21
2004,CHN,0,22.98069498069498,172.8127413127413,66.36583011583012,277,518,84,295,139,317,201
2004,CIV,0,24.2,172.8,66.6,0,5,0,3,2,3,2
2004,CMR,0,24.157894736842106,174.21052631578948,72.10526315789474,4,19,0,18,1,9,10
2004,COD,0,20.833333333333332,173.33333333333334,65.0,0,6,0,6,0,1,5
2004,COK,0,26.333333333333332,170.33333333333334,87.66666666666667,0,3,0,3,0,1,2
2004,COL,0,25.666666666666668,170.07246376811594,65.73188405797102,2,69,7,56,6,26,43
2004,COM,0,25.0,175.5,57.5,0,2,0,2,0,1,1
2004,CPV,0,27.333333333333332,180.33333333333334,69.33333333333333,0,3,0,2,1,1,2
2004,CRC,0,24.666666666666668,177.04761904761904,72.61904761904762,0,21,0,5,16,4,17
2004,CRO,0,25.9,186.19,84.71,69,100,0,48,52,24,76
2004,CUB,0,26.028248587570623,173.99435028248587,73.5225988700565,166,177,31,115,31,61,116
2004,CYP,0,25.19047619047619,176.42857142857142,70.80952380952381,0,21,0,15,6,7,14
2004,CZE,0,26.46783625730994,180.57309941520467,75.05263157894737,22,171,5,132,34,76,95
2004,DEN,0,27.36521739130435,178.89565217391305,71.10434782608695,87,115,0,83,32,56,59
2004,DMA,0,22.0,171.5,63.5,0,2,0,2,0,1,1
2004,DOM,0,24.424242424242426,177.75757575757575,70.10606060606061,4,33,12,21,0,16,17
2004,ECU,0,27.944444444444443,170.05555555555554,65.88888888888889,0,18,0,17,1,6,12
2004,EGY,0,25.01923076923077,178.96153846153845,78.89423076923077,9,104,0,57,47,16,88
2004,ERI,0,23.2,162.6,51.8,1,5,0,5,0,1,4
2004,ESA,0,23.666666666666668,164.55555555555554,60.44444444444444,0,9,0,7,2,7,2
2004,ESP,0,25.988179669030732,173.5177304964539,68.64893617021276,59,423,72,216,135,184,239
2004,EST,0,25.88888888888889,183.84444444444443,82.84444444444445,4,45,0,37,8,12,33
2004,ETH,0,22.925925925925927,166.8148148148148,52.22222222222222,16,27,0,27,0,12,15
2004,FIJ,0,26.88888888888889,177.77777777777777,79.0,0,9,0,7,2,4,5
2004,FIN,0,27.328358208955223,179.4179104477612,78.41791044776119,4,67,0,51,16,23,44
2004,FRA,0,26.15835140997831,176.14316702819957,69.19088937093275,126,461,86,292,83,175,286
2004,FSM,0,22.6,164.0,58.4,0,5,0,3,2,2,3
2004,GAB,0,24.0,169.4,69.6,0,5,0,5,0,2,3
2004,GAM,0,22.0,181.66666666666666,65.33333333333333,0,3,0,3,0,1,2
2004,GBR,0,26.3,176.60833333333332,71.78888888888889,133,360,32,254,74,164,196
2004,GBS,0,25.0,165.0,60.333333333333336,0,3,0,3,0,2,1
2004,GEO,0,25.435897435897434,174.02564102564102,76.93589743589743,12,39,7,31,1,7,32
2004,GEQ,0,20.5,171.5,65.5,0,2,0,2,0,1,1
2004,GER,0,26.91385135135135,179.78547297297297,74.66216216216216,317,592,64,372,156,243,349
2004,GHA,0,23.76,176.56,74.4,0,25,0,13,12,3,22
2004,GRE,498,25.546184738955823,176.5843373493976,71.55622489959839,73,498,43,258,197,245,253
2004,GRN,0,22.8,178.2,72.4,0,5,0,3,2,2,3
2004,GUA,0,26.68421052631579,171.52631578947367,65.63157894736842,0,19,0,14,5,8,11
2004,GUI,0,22.333333333333332,177.33333333333334,72.0,0,3,0,3,0,1,2
2004,GUM,0,25.25,179.75,74.0,0,4,0,3,1,1,3
2004,GUY,0,24.75,172.75,69.5,0,4,0,3,1,2,2
2004,HAI,0,25.875,178.75,80.5625,0,8,0,8,0,1,7
2004,HKG,0,23.30952380952381,168.97619047619048,62.166666666666664,4,42,0,32,10,23,19
2004,HON,0,22.8,171.8,69.0,0,5,0,3,2,2,3
2004,HUN,0,25.98062015503876,179.7170542635659,76.70542635658914,124,258,8,156,94,113,145
2004,INA,0,24.384615384615383,166.76923076923077,61.02564102564103,9,39,0,36,3,17,22
2004,IND,0,24.728395061728396,169.91358024691357,68.39506172839506,2,81,0,63,18,30,51
2004,IRI,0,24.64864864864865,176.51351351351352,81.29729729729729,14,37,0,36,1,1,36
2004,IRL,0,28.735849056603772,178.9245283018868,69.11320754716981,0,53,0,51,2,16,37
2004,IRQ,0,23.0,176.20833333333334,75.08333333333333,0,24,0,6,18,1,23
2004,ISL,0,26.0,183.23529411764707,79.79411764705883,0,34,7,3,24,6,28
2004,ISR,0,25.91304347826087,171.2173913043478,66.78260869565217,5,46,7,33,6,19,27
2004,ISV,0,27.11111111111111,182.22222222222223,78.22222222222223,0,9,0,6,3,2,7
2004,ITA,0,26.147679324894515,177.66666666666666,73.04113924050633,217,474,76,253,145,170,304
2004,IVB,0,27.0,178.0,77.0,0,1,0,1,0,0,1
2004,JAM,0,24.704918032786885,175.88524590163934,70.0,32,61,0,55,6,34,27
2004,JOR,0,21.5,174.75,69.3125,0,8,0,6,2,4,4
2004,JPN,0,25.695652173913043,169.45652173913044,63.84541062801932,176,414,63,220,131,204,210
2004,KAZ,0,26.4,176.2846153846154,71.91923076923077,15,130,7,86,37,47,83
2004,KEN,0,25.108695652173914,168.2173913043478,59.108695652173914,14,46,12,32,2,24,22
2004,KGZ,0,25.15625,175.53125,70.3125,0,32,0,26,6,7,25
2004,KIR,0,19.0,167.33333333333334,73.33333333333333,0,3,0,3,0,1,2
2004,KOR,0,24.174927113702623,172.7784256559767,67.28279883381924,122,343,57,168,118,141,202
2004,KSA,0,26.25,173.9375,71.0,0,16,0,15,1,0,16
2004,KUW,0,25.363636363636363,176.0909090909091,85.04545454545455,0,11,0,11,0,1,10
2004,LAO,0,20.8,166.6,59.0,0,5,0,3,2,2,3
2004,LAT,0,26.42222222222222,177.55555555555554,74.06666666666666,8,45,10,28,7,11,34
2004,LBA,0,21.0,166.66666666666666,66.16666666666667,0,6,0,5,1,1,5
2004,LBR,0,23.0,164.0,72.0,0,2,0,2,0,1,1
2004,LCA,0,22.5,168.5,64.0,0,2,0,1,1,1,1
2004,LES,0,23.0,151.33333333333334,55.333333333333336,0,3,0,3,0,2,1
2004,LIB,0,23.0,178.8,68.8,0,5,0,3,2,2,3
2004,LIE,0,25.0,175.0,80.0,0,1,0,1,0,0,1
2004,LTU,0,25.82857142857143,186.54285714285714,82.9,8,70,0,43,27,15,55
2004,LUX,0,23.714285714285715,177.57142857142858,67.0,0,14,0,11,3,7,7
2004,MAD,0,26.0,163.5,57.8125,0,8,0,6,2,5,3
2004,MAR,0,25.49122807017544,174.4561403508772,64.78947368421052,10,57,0,40,17,9,48
2004,MAS,0,22.842105263157894,169.39473684210526,65.23684210526316,0,38,7,23,8,11,27
2004,MAW,0,20.5,173.5,64.75,0,4,0,2,2,2,2
2004,MDA,0,25.87878787878788,178.3030303030303,76.42424242424242,0,33,0,23,10,7,26
2004,MDV,0,20.25,164.25,54.5,0,4,0,2,2,2,2
2004,MEX,0,25.751824817518248,170.67153284671534,64.95620437956204,7,137,9,84,44,67,70
2004,MGL,0,24.523809523809526,171.0952380952381,69.38095238095238,1,21,0,20,1,8,13
2004,MKD,0,24.307692307692307,176.0,67.84615384615384,0,13,0,7,6,6,7
2004,MLI,0,21.25,177.125,69.25,0,8,0,3,5,2,6
2004,MLT,0,22.571428571428573,171.57142857142858,70.28571428571429,0,7,0,5,2,3,4
2004,MON,0,31.666666666666668,176.33333333333334,74.66666666666667,0,3,0,2,1,1,2
2004,MOZ,0,21.75,174.5,66.5,0,4,0,2,2,2,2
2004,MRI,0,24.22222222222222,172.44444444444446,67.55555555555556,0,9,0,7,2,3,6
2004,MTN,0,23.5,177.0,59.5,0,2,0,2,0,1,1
2004,MYA,0,26.5,157.5,52.5,0,2,0,2,0,2,0
2004,NAM,0,32.8,173.6,70.4,0,10,0,10,0,1,9
2004,NCA,0,23.333333333333332,168.16666666666666,60.333333333333336,0,6,0,4,2,4,2
