Year,NOC,Comes_from_City,Avg_Age,Avg_Height,Avg_Weight,Total_Medal_Score,Number_of_Athelete,Sport_type_Both,Sport_type_Individual,Sport_type_Team,Sex_F,Sex_M
1996,AHO,0,29.0,178.0,83.25,0,4,0,3,1,0,4
1996,ALB,0,26.77777777777778,169.0,67.5,0,9,0,9,0,6,3
1996,ALG,0,23.5,176.0,70.36666666666666,9,30,0,20,10,4,26
1996,AND,0,23.2,172.4,64.4,0,5,0,4,1,2,3
1996,ANG,0,24.875,180.625,76.79166666666667,0,24,0,3,21,12,12
1996,ANT,0,23.636363636363637,167.54545454545453,63.27272727272727,0,11,0,11,0,8,3
1996,ARG,0,25.328358208955223,177.92537313432837,75.91791044776119,39,134,6,69,59,31,103
1996,ARM,0,24.166666666666668,169.0,69.91666666666667,6,30,7,23,0,0,30
1996,ARU,0,23.333333333333332,175.33333333333334,79.33333333333333,0,3,0,3,0,0,3
1996,ASA,0,21.0,168.0,93.0,0,1,0,1,0,1,0
1996,AUS,0,24.994444444444444,175.88148148148147,71.85555555555555,241,540,49,318,173,234,306
1996,AUT,0,27.467391304347824,179.16304347826087,73.07608695652173,4,92,0,83,9,21,71
1996,AZE,0,25.35,172.1,70.9,2,20,0,20,0,4,16
1996,BAH,0,25.939393939393938,176.33333333333334,72.39393939393939,10,33,0,32,1,13,20
1996,BAN,0,21.5,164.0,55.5,0,2,0,2,0,1,1
1996,BAR,0,20.19047619047619,172.04761904761904,73.38095238095238,0,21,7,10,4,3,18
1996,BDI,0,25.428571428571427,175.42857142857142,60.857142857142854,4,7,0,7,0,1,6
1996,BEL,0,26.986666666666668,178.37333333333333,71.89333333333333,14,75,0,63,12,25,50
1996,BEN,0,25.714285714285715,175.42857142857142,71.85714285714286,0,7,0,7,0,1,6
1996,BER,0,29.714285714285715,177.71428571428572,80.57142857142857,0,7,0,7,0,1,6
1996,BHU,0,25.0,163.0,55.0,0,1,0,1,0,0,1
1996,BIH,0,30.285714285714285,176.57142857142858,68.71428571428571,0,7,0,7,0,1,6
1996,BIZ,0,27.5,175.75,61.25,0,4,0,4,0,2,2
1996,BLR,0,23.63101604278075,171.33689839572193,66.26470588235294,27,187,58,113,16,80,107
1996,BOL,0,25.0,170.25,62.0,0,4,0,4,0,1,3
1996,BOT,0,25.5,173.16666666666666,68.5,0,6,0,6,0,0,6
1996,BRA,0,25.34008097165992,180.95951417004048,75.69635627530364,91,247,23,123,101,67,180
1996,BRU,0,23.0,172.0,90.0,0,1,0,1,0,0,1
1996,BUL,0,24.078212290502794,172.21787709497207,67.62569832402235,42,179,67,102,10,53,126
1996,BUR,0,20.4,172.4,68.0,0,5,0,5,0,2,3
1996,CAF,0,25.2,177.2,67.8,0,5,0,5,0,2,3
1996,CAM,0,21.25,163.5,58.25,0,4,0,3,1,2,2
1996,CAN,0,26.32089552238806,175.2139303482587,69.91044776119404,104,402,48,284,70,198,204
1996,CAY,0,26.333333333333332,176.33333333333334,69.0,0,3,0,3,0,1,2
1996,CGO,0,21.666666666666668,176.33333333333334,62.333333333333336,0,3,0,2,1,2,1
1996,CHA,0,20.0,177.5,64.5,0,2,0,2,0,1,1
1996,CHI,0,24.27777777777778,173.88888888888889,72.77777777777777,0,18,0,18,0,4,14
1996,CHN,0,22.123853211009173,170.42660550458714,65.31192660550458,233,436,100,230,106,259,177
1996,CIV,0,23.09090909090909,184.72727272727272,83.72727272727273,0,11,0,11,0,0,11
1996,CMR,0,24.294117647058822,172.52941176470588,65.58823529411765,0,17,0,17,0,6,11
1996,COD,0,26.0,181.23076923076923,70.6923076923077,0,13,0,2,11,11,2
1996,COK,0,26.333333333333332,174.33333333333334,79.0,0,3,0,3,0,1,2
1996,COL,0,26.73913043478261,169.58695652173913,63.77173913043478,0,46,0,42,4,13,33
1996,COM,0,21.0,178.33333333333334,62.333333333333336,0,3,0,3,0,0,3
1996,CPV,0,29.666666666666668,172.33333333333334,62.333333333333336,0,3,0,3,0,1,2
1996,CRC,0,26.0,175.5,67.5,4,8,0,5,3,3,5
1996,CRO,0,24.967391304347824,186.94565217391303,84.1086956521739,60,92,7,37,48,10,82
1996,CUB,0,25.679775280898877,178.64044943820224,76.90168539325843,174,178,22,116,40,60,118
1996,CYP,0,24.6,179.25,79.1,0,20,0,18,2,2,18
1996,CZE,0,24.839285714285715,177.71428571428572,72.79761904761905,30,168,12,125,31,68,100
1996,DEN,0,26.197674418604652,179.82558139534885,71.95348837209302,42,86,0,68,18,35,51
1996,DJI,0,32.75,174.25,60.25,0,4,0,4,0,0,4
1996,DMA,0,27.0,171.6,64.8,0,5,0,5,0,2,3
1996,DOM,0,22.181818181818183,173.54545454545453,61.63636363636363,0,11,0,11,0,2,9
1996,ECU,0,23.363636363636363,176.04545454545453,72.0909090909091,4,22,0,13,9,1,21
1996,EGY,0,24.0,186.5,88.13636363636364,0,22,0,8,14,4,18
1996,ESA,0,24.333333333333332,171.33333333333334,62.5,0,6,0,4,2,3,3
1996,ESP,0,25.00793650793651,173.66402116402116,67.28835978835978,155,378,46,216,116,147,231
1996,EST,0,27.403846153846153,183.3653846153846,81.73076923076923,0,52,0,48,4,12,40
1996,ETH,0,22.764705882352942,165.41176470588235,52.411764705882355,9,17,0,17,0,9,8
1996,FIJ,0,23.647058823529413,177.47058823529412,78.23529411764706,0,17,0,15,2,3,14
1996,FIN,0,25.990384615384617,177.81730769230768,73.78365384615384,9,104,0,73,31,44,60
1996,FRA,0,25.32450331125828,174.51434878587196,67.1832229580574,124,453,92,268,93,170,283
1996,GAB,0,27.11111111111111,171.11111111111111,65.77777777777777,0,9,0,9,0,1,8
1996,GAM,0,24.25,170.875,63.0,0,8,0,8,0,1,7
1996,GBR,0,26.739690721649485,177.31185567010309,72.39046391752578,47,388,24,278,86,158,230
1996,GBS,0,26.333333333333332,175.0,61.333333333333336,0,3,0,3,0,0,3
1996,GEO,0,25.38095238095238,174.73809523809524,75.33333333333333,2,42,7,34,1,9,33
1996,GEQ,0,28.666666666666668,170.0,67.66666666666667,0,3,0,3,0,1,2
1996,GER,0,26.3824,179.6768,74.0992,284,625,73,378,174,244,381
1996,GHA,0,22.176470588235293,176.3235294117647,72.91176470588235,0,34,0,21,13,2,32
1996,GRE,0,22.35928143712575,172.10778443113773,68.58383233532935,24,167,48,82,37,73,94
1996,GRN,0,20.0,183.0,75.0,0,2,0,2,0,0,2
1996,GUA,0,25.071428571428573,169.92857142857142,62.17857142857143,0,14,0,14,0,0,14
1996,GUI,0,21.0,177.2,71.2,0,5,0,5,0,1,4
1996,GUM,0,26.8,180.6,77.4,0,5,0,4,1,1,4
1996,GUY,0,22.77777777777778,189.55555555555554,65.88888888888889,0,9,0,9,0,1,8
1996,HAI,0,24.333333333333332,182.33333333333334,84.0,0,3,0,3,0,0,3
1996,HKG,0,27.11764705882353,175.41176470588235,68.88235294117646,4,17,0,10,7,2,15
1996,HON,0,25.333333333333332,165.0,50.666666666666664,0,3,0,3,0,1,2
1996,HUN,0,24.324758842443728,175.2926045016077,70.85852090032154,75,311,61,163,87,119,192
1996,INA,0,24.833333333333332,169.5,63.43333333333333,11,30,0,28,2,10,20
1996,IND,0,25.892857142857142,171.78571428571428,67.21428571428571,1,28,0,19,9,4,24
1996,IRI,0,24.27777777777778,176.72222222222223,76.5,7,18,0,17,1,1,17
1996,IRL,0,28.16393442622951,178.36065573770492,72.81967213114754,13,61,0,57,4,17,44
1996,IRQ,0,29.0,170.0,82.0,0,1,0,1,0,0,1
1996,ISL,0,21.583333333333332,173.91666666666666,68.41666666666667,0,12,7,3,2,3,9
1996,ISR,0,26.62962962962963,178.59259259259258,73.4074074074074,1,27,0,19,8,7,20
1996,ISV,0,27.083333333333332,170.58333333333334,60.916666666666664,0,12,0,12,0,7,5
1996,ITA,0,26.184782608695652,176.7478260869565,72.05869565217391,152,460,73,284,103,136,324
1996,IVB,0,22.5,178.5,72.8,0,10,0,10,0,0,10
1996,JAM,0,25.333333333333332,175.984126984127,67.39682539682539,22,63,0,61,2,32,31
1996,JOR,0,24.0,185.0,79.0,0,2,0,2,0,1,1
1996,JPN,0,23.388392857142858,168.09375,62.515625,77,448,99,217,132,217,231
1996,KAZ,0,23.869158878504674,176.2336448598131,72.76635514018692,20,107,19,77,11,23,84
1996,KEN,0,25.775510204081634,172.53061224489795,62.816326530612244,15,49,0,49,0,9,40
1996,KGZ,0,24.147058823529413,183.1764705882353,77.1470588235294,0,34,0,20,14,2,32
1996,KOR,0,22.787644787644787,173.41312741312743,68.26061776061776,64,259,56,125,78,73,186
1996,KSA,0,23.52,176.48,70.28,0,25,0,18,7,0,25
1996,KUW,0,27.0,179.45454545454547,83.63636363636364,0,11,0,5,6,0,11
1996,LAO,0,20.666666666666668,167.0,61.333333333333336,0,3,0,3,0,1,2
1996,LAT,0,26.02,177.48,73.6,2,50,5,39,6,15,35
1996,LBA,0,23.4,174.4,68.4,0,5,0,5,0,0,5
1996,LBR,0,22.571428571428573,177.28571428571428,74.14285714285714,0,7,0,7,0,1,6
1996,LCA,0,21.142857142857142,181.57142857142858,72.42857142857143,0,7,0,7,0,1,6
1996,LES,0,27.6,170.4,56.6,0,5,0,5,0,1,4
1996,LIE,0,30.0,172.0,60.0,0,1,0,1,0,1,0
1996,LTU,0,25.72463768115942,184.1304347826087,80.71014492753623,11,69,0,49,20,16,53
1996,LUX,0,34.0,171.25,71.75,0,4,0,4,0,2,2
1996,MAD,0,23.583333333333332,165.41666666666666,56.666666666666664,0,12,0,11,1,9,3
1996,MAR,0,26.0,174.34615384615384,63.61538461538461,2,26,0,26,0,1,25
1996,MAS,0,21.766666666666666,176.5,70.56666666666666,5,30,0,11,19,1,29
1996,MAW,0,29.0,171.0,60.0,0,1,0,1,0,0,1
1996,MDA,0,25.28205128205128,176.69230769230768,71.53846153846153,5,39,0,33,6,4,35
1996,MDV,0,22.625,162.25,57.0,0,8,0,8,0,1,7
1996,MEX,0,25.20731707317073,171.4512195121951,64.98780487804878,1,82,0,68,14,13,69
1996,MGL,0,24.0625,170.0625,67.9375,1,16,0,16,0,5,11
1996,MKD,0,21.625,170.0,65.125,0,8,0,5,3,3,5
1996,MLI,0,28.0,185.0,82.66666666666667,0,3,0,3,0,1,2
1996,MLT,0,30.6,175.2,69.8,0,5,0,5,0,2,3
1996,MON,0,25.0,172.5,69.0,0,2,0,2,0,1,1
1996,MOZ,0,26.5,170.5,65.0,1,2,0,2,0,1,1
1996,MRI,0,24.545454545454547,175.95454545454547,69.43181818181819,0,22,0,22,0,0,22
1996,MTN,0,28.5,172.25,66.25,0,4,0,4,0,0,4
1996,MYA,0,38.0,163.5,47.0,0,2,0,2,0,1,1
1996,NAM,0,28.375,176.375,69.0,4,8,0,7,1,1,7
1996,NCA,0,25.8,176.0,76.8,0,5,0,3,2,1,4
1996,NED,0,26.876712328767123,183.89954337899545,77.20547945205479,169,219,16,116,87,80,139
1996,NEP,0,29.0,160.0,52.0,0,2,0,2,0,1,1
1996,NGR,0,22.774647887323944,176.92957746478874,71.33802816901408,74,71,0,56,15,25,46
1996,NOR,0,25.52173913043478,177.50434782608696,73.49565217391304,31,115,7,64,44,61,54
1996,NRU,0,26.0,160.0,60.5,0,1,0,1,0,0,1
1996,NZL,0,26.642857142857142,179.94285714285715,77.52857142857142,9,70,0,62,8,16,54
1996,OMA,0,27.75,175.0,68.0,0,4,0,4,0,0,4
1996,PAK,0,23.46153846153846,175.23076923076923,70.3076923076923,0,13,0,7,6,1,12
1996,PAN,0,21.4,176.4,88.0,0,5,0,4,1,1,4
1996,PAR,0,26.0,184.5,96.0,0,2,0,2,0,0,2
1996,PER,0,25.1,173.35,72.5,0,20,4,16,0,5,15
1996,PHI,0,23.363636363636363,167.9090909090909,55.72727272727273,2,11,0,7,4,5,6
1996,PLE,0,33.0,180.0,76.0,0,1,0,1,0,0,1
1996,PNG,0,23.0,171.125,64.125,0,16,0,16,0,0,16
1996,POL,0,25.507246376811594,179.03381642512076,74.45410628019323,51,207,11,172,24,53,154
1996,POR,0,24.245454545454546,174.5909090909091,67.35454545454546,6,110,5,73,32,29,81
1996,PRK,0,21.0,161.44,55.08,9,25,7,18,0,10,15
1996,PUR,0,26.3265306122449,180.83673469387756,77.79591836734694,1,49,7,22,20,2,47
1996,QAT,0,22.083333333333332,178.66666666666666,75.16666666666667,0,12,0,12,0,0,12
1996,ROU,0,23.325581395348838,172.70348837209303,66.8953488372093,77,172,41,113,18,85,87
1996,RSA,0,23.14814814814815,178.20987654320987,70.46913580246914,14,81,0,64,17,27,54
1996,RUS,0,24.207939508506616,176.3421550094518,71.07088846880907,264,529,108,317,104,224,305
1996,RWA,0,25.0,175.5,67.5,0,2,0,2,0,0,2
1996,SAM,0,23.5,175.5,77.75,0,4,0,4,0,1,3
1996,SCG,0,25.415384615384614,187.30769230769232,84.15384615384616,38,65,9,29,27,11,54
1996,SEN,0,27.375,185.25,80.375,0,8,0,8,0,0,8
1996,SEY,0,24.11111111111111,178.22222222222223,73.44444444444444,0,9,0,8,1,1,8
1996,SGP,0,21.40909090909091,172.54545454545453,64.0,0,22,0,5,17,8,14
1996,SKN,0,24.0,174.54545454545453,65.45454545454545,0,11,0,11,0,7,4
1996,SLE,0,23.176470588235293,176.8235294117647,72.88235294117646,0,17,0,17,0,7,10
1996,SLO,0,24.5,178.85,71.6,4,40,0,31,9,13,27
1996,SMR,0,29.0,179.0,76.0,0,4,0,3,1,1,3
1996,SOM,0,27.333333333333332,176.0,69.66666666666667,0,3,0,3,0,0,3
1996,SRI,0,25.9,166.5,59.9,0,10,0,10,0,6,4
1996,STP,0,18.5,170.5,59.5,0,2,0,2,0,1,1
1996,SUD,0,22.333333333333332,172.0,63.333333333333336,0,3,0,3,0,0,3
1996,SUI,0,26.656626506024097,174.10843373493975,66.91566265060241,32,166,26,115,25,66,100
1996,SUR,0,20.875,168.25,60.25,0,8,0,3,5,5,3
1996,SVK,0,24.705263157894738,177.52631578947367,71.40526315789474,7,95,5,82,8,24,71
1996,SWE,0,27.5,179.55376344086022,75.22311827956989,61,186,0,138,48,61,125
1996,SWZ,0,28.666666666666668,170.0,61.666666666666664,0,3,0,3,0,0,3
1996,SYR,0,24.8,168.0,62.4,4,5,0,5,0,1,4
1996,TAN,0,26.166666666666668,168.16666666666666,64.33333333333333,0,6,0,6,0,1,5
1996,TGA,0,24.75,177.0,85.25,2,4,0,4,0,1,3
1996,THA,0,21.38095238095238,169.04761904761904,61.76190476190476,5,42,0,28,14,14,28
1996,TJK,0,24.333333333333332,180.33333333333334,77.0,0,3,0,3,0,1,2
1996,TKM,0,25.0,175.5,73.0,0,6,0,6,0,2,4
1996,TOG,0,26.5,172.5,72.83333333333333,0,6,0,6,0,0,6
1996,TPE,0,22.169811320754718,168.47169811320754,61.9811320754717,2,106,0,77,29,66,40
1996,TTO,0,25.23076923076923,176.69230769230768,70.76923076923077,2,13,0,11,2,3,10
1996,TUN,0,23.65714285714286,178.97142857142856,75.71428571428571,0,35,5,16,14,2,33
1996,TUR,0,24.88372093023256,172.58139534883722,70.5813953488372,19,43,0,40,3,9,34
1996,UAE,0,20.0,180.0,80.0,0,1,0,1,0,0,1
1996,UGA,0,23.833333333333332,169.5,70.66666666666667,1,6,0,6,0,1,5
1996,UKR,0,24.246913580246915,173.9218106995885,69.940329218107,62,243,57,155,31,93,150
1996,URU,0,27.166666666666668,177.5,70.83333333333333,0,6,0,6,0,0,6
1996,USA,742,26.598382749326145,177.61051212938006,73.23854447439354,728,742,75,429,238,308,434
1996,UZB,0,24.029411764705884,178.7058823529412,77.36029411764706,3,68,5,54,9,8,60
1996,VAN,0,25.75,166.5,60.75,0,4,0,4,0,1,3
1996,VEN,0,22.941176470588236,177.02941176470588,75.83823529411765,0,34,0,27,7,4,30
1996,VIE,0,26.0,159.0,51.0,0,1,0,1,0,1,0
1996,VIN,0,22.0,185.66666666666666,71.5,0,6,0,6,0,0,6
1996,YEM,0,24.0,166.66666666666666,59.666666666666664,0,3,0,3,0,0,3
1996,ZAM,0,26.166666666666668,170.16666666666666,60.666666666666664,2,6,0,6,0,0,6
1996,ZIM,0,24.764705882352942,176.7058823529412,68.52941176470588,0,17,0,17,0,0,17
1998,AND,0,23.857142857142858,170.85714285714286,71.0,0,7,0,7,0,2,5
1998,ARG,0,20.666666666666668,172.5,68.33333333333333,0,6,0,5,1,5,1
1998,ARM,0,24.5,172.0,74.5,0,4,0,4,0,0,4
1998,AUS,0,27.323529411764707,173.6764705882353,73.76470588235294,1,34,0,27,7,10,24
1998,AUT,0,26.473684210526315,178.1315789473684,76.25657894736842,34,152,0,111,41,37,115
1998,AZE,0,22.0,169.0,61.0,0,4,0,4,0,2,2
1998,BEL,0,30.0,181.0,84.0,1,3,0,3,0,0,3
1998,BER,0,23.0,172.0,71.0,0,1,0,1,0,0,1
1998,BIH,0,25.666666666666668,180.66666666666666,84.08333333333333,0,12,0,6,6,2,10
1998,BLR,0,25.90566037735849,174.54716981132074,69.08490566037736,2,106,0,83,23,39,67
1998,BUL,0,22.647058823529413,171.05882352941177,64.52941176470588,4,34,0,33,1,20,14
1998,CAN,0,25.862745098039216,174.26960784313727,73.51470588235294,119,204,0,131,73,91,113
1998,CHI,0,23.25,175.5,80.25,0,4,0,4,0,0,4
1998,CHN,0,21.82716049382716,168.91358024691357,64.75308641975309,23,81,0,61,20,59,22
1998,CRO,0,20.0,175.15384615384616,74.92307692307692,0,13,0,13,0,6,7
1998,CZE,0,24.285714285714285,177.15126050420167,71.36134453781513,87,119,0,90,29,36,83
1998,DEN,0,29.5,175.75,68.91666666666667,10,12,0,6,6,6,6
1998,ESP,0,24.583333333333332,173.25,64.91666666666667,0,24,0,22,2,6,18
1998,EST,0,24.25,177.45833333333334,68.64583333333333,0,48,0,48,0,13,35
1998,FIN,0,24.977272727272727,174.2348484848485,69.4469696969697,71,132,0,84,48,48,84
1998,FRA,0,25.339622641509433,174.66666666666666,70.96855345911949,22,159,0,116,43,54,105
1998,GBR,0,28.55263157894737,174.3421052631579,77.89473684210526,4,38,0,20,18,6,32
1998,GEO,0,24.833333333333332,175.0,72.16666666666667,0,6,0,6,0,1,5
1998,GER,0,25.930875576036865,176.35944700460828,71.55299539170507,122,217,0,163,54,96,121
1998,GRE,0,27.0,179.64285714285714,80.07142857142857,0,14,0,5,9,1,13
1998,HUN,0,22.958333333333332,175.875,72.16666666666667,0,24,0,20,4,14,10
1998,IND,0,16.0,183.0,85.0,0,1,0,1,0,0,1
1998,IRL,0,29.5,188.9,93.2,0,10,0,2,8,0,10
1998,ISL,0,24.4,174.6,68.0,0,5,0,5,0,1,4
1998,ISR,0,24.333333333333332,161.66666666666666,56.666666666666664,0,3,0,3,0,1,2
1998,ISV,0,27.22222222222222,180.0,87.55555555555556,0,9,0,1,8,1,8
1998,ITA,0,26.83240223463687,174.72067039106145,72.21787709497207,35,179,0,136,43,59,120
1998,JAM,0,33.166666666666664,181.5,98.0,0,6,0,0,6,0,6
1998,JPN,245,24.612244897959183,167.6530612244898,63.86938775510204,38,245,0,174,71,102,143
1998,KAZ,0,24.990384615384617,175.76923076923077,70.57692307692308,2,104,0,82,22,35,69
1998,KEN,0,26.0,180.0,70.0,0,1,0,1,0,0,1
1998,KGZ,0,32.0,177.0,75.0,0,2,0,2,0,0,2
1998,KOR,0,19.816901408450704,170.8450704225352,65.47887323943662,27,71,0,71,0,20,51
1998,LAT,0,25.285714285714285,178.40816326530611,75.65306122448979,0,49,0,41,8,16,33
1998,LIE,0,25.53846153846154,177.07692307692307,78.15384615384616,0,13,0,13,0,1,12
1998,LTU,0,27.4375,173.875,68.6875,0,16,0,16,0,5,11
1998,LUX,0,23.0,168.0,57.0,0,1,0,1,0,0,1
1998,MDA,0,27.0,168.5,59.5,0,4,0,4,0,2,2
1998,MGL,0,19.0,175.5,67.5,0,2,0,2,0,0,2
1998,MKD,0,25.0,182.0,74.0,0,1,0,1,0,0,1
1998,MON,0,33.666666666666664,183.83333333333334,89.83333333333333,0,6,0,0,6,0,6
1998,NED,0,23.270833333333332,177.45833333333334,72.5,30,48,0,47,1,27,21
1998,NOR,0,26.093959731543624,177.49664429530202,71.38255033557047,94,149,0,128,21,62,87
1998,NZL,0,24.857142857142858,177.28571428571428,73.71428571428571,0,7,0,4,3,4,3
1998,POL,0,24.0126582278481,174.51898734177215,67.31645569620254,0,79,0,71,8,32,47
1998,POR,0,26.0,170.0,65.5,0,2,0,2,0,1,1
1998,PRK,0,19.88235294117647,163.88235294117646,59.8235294117647,0,17,0,17,0,13,4
1998,PUR,0,35.666666666666664,184.16666666666666,93.66666666666667,0,6,0,1,5,0,6
1998,ROU,0,25.103448275862068,176.3448275862069,76.17241379310344,0,29,0,21,8,9,20
1998,RSA,0,18.666666666666668,170.0,69.66666666666667,0,3,0,3,0,1,2
1998,RUS,0,25.3502538071066,175.23857868020303,70.82233502538071,126,197,0,167,30,75,122
1998,SCG,0,18.5,180.5,78.0,0,2,0,2,0,1,1
1998,SLO,0,23.548387096774192,175.69354838709677,70.91935483870968,0,62,0,61,1,21,41
1998,SUI,0,25.805084745762713,175.46610169491527,71.66101694915254,37,118,0,89,29,35,83
1998,SVK,0,25.484375,177.859375,72.90625,0,64,0,42,22,19,45
1998,SWE,0,26.061643835616437,175.92465753424656,73.82191780821918,9,146,0,85,61,72,74
1998,TPE,0,28.0,174.0,75.0,0,9,0,3,6,1,8
1998,TTO,0,35.0,180.0,93.0,0,2,0,0,2,0,2
1998,UKR,0,24.125,170.65384615384616,63.74038461538461,2,104,0,102,2,51,53
1998,URU,0,18.0,188.0,79.0,0,1,0,1,0,0,1
1998,USA,0,25.431095406360424,173.92932862190813,72.06360424028269,113,283,0,205,78,126,157
1998,UZB,0,25.0,166.66666666666666,56.0,0,3,0,3,0,2,1
1998,VEN,0,36.0,178.0,85.0,0,1,0,1,0,1,0
2000,AHO,0,30.625,179.125,79.625,0,8,0,6,2,1,7
2000,ALB,0,31.2,167.8,62.9,0,5,0,5,0,3,2
2000,ALG,0,24.901960784313726,174.31372549019608,67.94117647058823,9,51,0,47,4,10,41
2000,AND,0,31.0,175.0,69.8,0,5,0,3,2,2,3
2000,ANG,0,27.392857142857142,182.78571428571428,80.53571428571429,0,28,0,2,26,14,14
2000,ANT,0,29.5,170.25,69.5,0,4,0,4,0,2,2
2000,ARG,0,25.00609756097561,175.84146341463415,72.51524390243902,37,164,17,90,57,52,112
2000,ARM,0,25.615384615384617,174.23076923076923,75.3076923076923,1,26,0,24,2,2,24
2000,ARU,0,19.6,170.2,61.6,0,5,0,3,2,2,3
2000,ASA,0,27.0,179.75,103.0,0,4,0,4,0,1,3
2000,AUS,786,25.76972010178117,176.9936386768448,72.87977099236642,432,786,70,449,267,368,418
2000,AUT,0,26.30701754385965,179.46491228070175,72.35964912280701,14,114,0,83,31,45,69
2000,AZE,0,26.516129032258064,170.70967741935485,70.03225806451613,9,31,0,30,1,7,24
2000,BAH,0,26.41025641025641,175.92307692307693,72.35897435897436,29,39,0,33,6,15,24
2000,BAN,0,20.833333333333332,157.66666666666666,54.666666666666664,0,6,0,4,2,4,2
2000,BAR,0,23.535714285714285,177.78571428571428,73.82142857142857,1,28,0,23,5,10,18
2000,BDI,0,25.166666666666668,178.16666666666666,59.833333333333336,0,6,0,6,0,1,5
2000,BEL,0,25.840425531914892,175.09574468085106,67.19148936170212,10,94,5,64,25,54,40
2000,BEN,0,25.75,172.25,67.75,0,4,0,4,0,1,3
2000,BER,0,31.857142857142858,179.57142857142858,81.85714285714286,0,7,0,5,2,2,5
2000,BHU,0,25.0,164.0,53.5,0,2,0,2,0,1,1
2000,BIH,0,28.333333333333332,181.77777777777777,71.88888888888889,0,9,0,8,1,2,7
2000,BIZ,0,21.0,177.5,74.5,0,2,0,2,0,1,1
2000,BLR,0,24.81140350877193,171.09649122807016,65.60745614035088,39,228,74,129,25,102,126
2000,BOL,0,26.0,171.25,62.0,0,4,0,2,2,2,2
2000,BOT,0,24.88888888888889,173.44444444444446,65.22222222222223,0,9,0,9,0,0,9
2000,BRA,0,25.008474576271187,177.20338983050848,71.28389830508475,60,236,34,104,98,103,133
2000,BRU,0,27.0,172.0,90.0,0,1,0,1,0,0,1
2000,BUL,0,25.426666666666666,172.90666666666667,68.67,34,150,42,88,20,47,103
2000,BUR,0,24.333333333333332,175.33333333333334,72.66666666666667,0,3,0,3,0,0,3
2000,CAF,0,32.666666666666664,178.0,73.33333333333333,0,3,0,3,0,2,1
2000,CAM,0,23.75,167.25,62.75,0,4,0,2,2,2,2
2000,CAN,0,25.96912114014252,175.6104513064133,70.43230403800474,47,421,38,252,131,224,197
2000,CAY,0,24.0,173.25,66.75,0,4,0,4,0,3,1
2000,CGO,0,22.333333333333332,167.0,58.666666666666664,0,3,0,2,1,2,1
2000,CHA,0,23.0,170.0,59.0,0,2,0,2,0,2,0
2000,CHI,0,26.0,176.3684210526316,70.85964912280701,16,57,0,38,19,8,49
2000,CHN,0,22.55072463768116,171.0,64.70289855072464,219,414,86,234,94,255,159
2000,CIV,0,23.647058823529413,174.58823529411765,72.05882352941177,0,17,0,16,1,8,9
2000,CMR,0,22.428571428571427,174.74285714285713,69.14285714285714,56,35,0,21,14,11,24
2000,COD,0,32.0,176.0,63.0,0,1,0,1,0,0,1
2000,COK,0,24.0,181.5,74.5,0,2,0,2,0,1,1
2000,COL,0,25.75925925925926,170.46296296296296,64.54629629629629,4,54,0,46,8,24,30
2000,COM,0,19.5,172.5,60.0,0,2,0,2,0,1,1
2000,CPV,0,31.5,168.5,57.0,0,2,0,2,0,1,1
2000,CRC,0,25.333333333333332,178.88888888888889,70.33333333333333,2,9,0,4,5,3,6
2000,CRO,0,24.47222222222222,185.1851851851852,80.86111111111111,13,108,11,59,38,32,76
2000,CUB,0,26.503703703703703,176.6,74.9962962962963,152,270,34,171,65,92,178
2000,CYP,0,25.304347826086957,179.6086956521739,71.30434782608695,0,23,0,16,7,5,18
2000,CZE,0,25.234567901234566,179.2716049382716,75.74691358024691,18,162,10,115,37,51,111
2000,DEN,0,27.782258064516128,179.75806451612902,73.16935483870968,82,124,0,91,33,56,68
2000,DJI,0,25.0,164.0,55.0,0,2,0,2,0,1,1
2000,DMA,0,22.25,176.75,66.25,0,4,0,2,2,2,2
2000,DOM,0,22.5,178.41666666666666,79.04166666666667,0,12,0,11,1,2,10
2000,ECU,0,27.727272727272727,171.36363636363637,73.27272727272727,0,11,0,7,4,3,8
2000,EGY,0,24.702970297029704,180.77227722772278,79.66336633663366,0,101,17,58,26,17,84
2000,ERI,0,21.666666666666668,167.66666666666666,53.0,0,3,0,3,0,1,2
2000,ESA,0,24.5,170.1,64.3,0,10,0,8,2,5,5
2000,ESP,0,25.617169373549885,173.87238979118328,68.17749419953596,70,431,86,212,133,148,283
2000,EST,0,27.5609756097561,185.4390243902439,84.48780487804878,6,41,0,34,7,3,38
2000,ETH,0,22.925925925925927,167.25925925925927,53.2962962962963,21,27,0,27,0,12,15
2000,FIJ,0,24.555555555555557,176.22222222222223,79.66666666666667,0,9,0,5,4,4,5
2000,FIN,0,26.21590909090909,176.64772727272728,73.55681818181819,15,88,0,70,18,37,51
2000,FRA,0,26.014893617021276,176.22127659574468,69.49787234042553,162,470,71,303,96,174,296
2000,FSM,0,22.75,157.25,53.0,0,4,0,3,1,2,2
2000,GAB,0,29.0,174.0,70.25,0,4,0,4,0,2,2
2000,GAM,0,22.0,165.0,55.5,0,2,0,2,0,1,1
2000,GBR,0,26.420289855072465,176.55072463768116,71.69685990338164,140,414,39,283,92,182,232
2000,GBS,0,29.0,165.5,57.5,0,2,0,2,0,1,1
2000,GEO,0,25.5,173.34782608695653,74.3913043478261,6,46,7,38,1,14,32
